project_id,wagon_no,step_no,command,station_no,wait_sec,critical_status,total_time_sec,valid
Prius,"Wagon 4",21,"Wait For Sec",10,,Low,11500,TRUE
Osho,"Wagon 5",16,"Put On",38,50,,29600,TRUE
Prius,"Wagon 4",22,"Get From",47,,,14950,TRUE
Prius,"Wagon 4",23,"Put On",48,,,13800,TRUE
Prius,"Wagon 4",24,"Wait For Sec",10,,Low,11500,TRUE
Prius,"Wagon 4",25,"Get From",48,,,13800,TRUE
Prius,"Wagon 4",26,"Put On",49,,,12650,TRUE
Prius,"Wagon 4",27,"Wait For Sec",10,,Low,11500,TRUE
Prius,"Wagon 4",28,"Get From",49,,,12650,TRUE
Prius,"Wagon 4",29,"Put On",50,,,11500,TRUE
Prius,"Wagon 4",30,"Wait For Sec",10,,Low,11500,TRUE
Prius,"Wagon 4",31,"Get From",50,,,11500,TRUE
Prius,"Wagon 4",32,"Put On",51,,,10350,TRUE
Prius,"Wagon 4",33,"Wait For Sec",10,,Low,11500,TRUE
Prius,"Wagon 4",34,"Get From",51,,,10350,TRUE
Prius,"Wagon 4",35,"Put On",52,,,9200,TRUE
Bhagwan,"Wagon 1",1,"Get From",6,,High,6450,TRUE
Bhagwan,"Wagon 1",2,"Put On",7,,Low,7450,TRUE
Bhagwan,"Wagon 1",3,"Get From",7,,Low,7450,TRUE
Bhagwan,"Wagon 1",4,"Put On",8,,High,8450,TRUE
Bhagwan,"Wagon 1",5,"Get From",8,,High,8450,TRUE
Bhagwan,"Wagon 1",6,"Put On",9,,High,9450,TRUE
Bhagwan,"Wagon 1",7,"Set Int",1,,High,0,TRUE
Bhagwan,"Wagon 1",8,"Get From",3,,High,2900,TRUE
Bhagwan,"Wagon 1",9,"Put On",5,,High,5200,TRUE
Bhagwan,"Wagon 1",10,"Get From",5,,High,5200,TRUE
Bhagwan,"Wagon 1",11,"Put On",6,,High,6450,TRUE
Bhagwan,"Wagon 1",12,"Get From",1,,High,0,TRUE
Bhagwan,"Wagon 1",13,"Put On",3,,High,2900,TRUE
Bhagwan,"Wagon 1",14,"Wait For Int",4,,High,3950,TRUE
Bhagwan,"Wagon 1",15,"Get From",8,,High,8450,TRUE
Bhagwan,"Wagon 1",16,"Set Int",5,,High,5200,TRUE
Bhagwan,"Wagon 1",17,"Put On",1,,High,0,TRUE
Bhagwan,"Wagon 2",1,"Get From",13,,,13900,TRUE
Bhagwan,"Wagon 2",2,"Put On",14,,,14950,TRUE
Bhagwan,"Wagon 2",3,"Get From",12,,,12750,TRUE
Bhagwan,"Wagon 2",4,"Put On",13,,,13900,TRUE
Bhagwan,"Wagon 2",5,"Get From",14,,,14950,TRUE
Bhagwan,"Wagon 2",6,"Put On",15,,,16000,TRUE
Bhagwan,"Wagon 2",7,"Get From",15,,,16000,TRUE
Bhagwan,"Wagon 2",8,"Put On",16,,,17050,TRUE
Bhagwan,"Wagon 2",9,"Set Int",2,,High,1850,TRUE
Bhagwan,"Wagon 2",10,"Put On",12,,,12750,TRUE
Bhagwan,"Wagon 2",11,"Wait For Int",1,,High,0,TRUE
Bhagwan,"Wagon 2",12,"Wait For Int",3,,High,2900,TRUE
Bhagwan,"Wagon 2",13,"Get From",14,,,14950,TRUE
Bhagwan,"Wagon 2",14,"Put On",8,,High,8450,TRUE
Bhagwan,"Wagon 2",15,"Set Int",4,,High,3950,TRUE
Bhagwan,"Wagon 2",16,"Put On",10,,Low,10450,TRUE
Bhagwan,"Wagon 2",17,"Wait For Int",5,,High,5200,TRUE
Bhagwan,"Wagon 2",18,"Get From",9,,High,9450,TRUE
Bhagwan,"Wagon 2",19,"Put On",11,,Low,11600,TRUE
Bhagwan,"Wagon 2",20,"Get From",11,,Low,11600,TRUE
Bhagwan,"Wagon 2",21,"Put On",12,,,12750,TRUE
Prj001,"Wagon 1",6,"Get From",2,0,High,0,TRUE
Bhagwan,"Wagon 3",2,"Get From",20,,Low,22000,TRUE
Bhagwan,"Wagon 3",3,"Put On",18,,,19150,TRUE
Bhagwan,"Wagon 3",5,"Get From",19,,Low,20200,TRUE
Bhagwan,"Wagon 3",6,"Put On",20,,Low,22000,TRUE
Bhagwan,"Wagon 3",7,"Put On",19,,Low,20200,TRUE
Bhagwan,"Wagon 3",8,"Wait For Int",2,,High,1850,TRUE
Bhagwan,"Wagon 3",9,"Get From",18,,,19150,TRUE
Bhagwan,"Wagon 3",10,"Put On",14,,,14950,TRUE
Bhagwan,"Wagon 3",11,"Set Int",3,,High,2900,TRUE
Bhagwan,"Wagon 3",12,"Put On",16,,,17050,TRUE
Bhagwan,"Wagon 3",13,"Get From",16,,,17050,TRUE
Bhagwan,"Wagon 3",14,"Put On",17,,,18100,TRUE
Bhagwan,"Wagon 3",15,"Get From",17,,,18100,TRUE
Bhagwan,"Wagon 3",16,"Put On",18,,,19150,TRUE
Bhagwan,"Wagon 3",17,"Get From",18,,,19150,TRUE
Bhagwan,"Wagon 3",18,"Put On",19,,Low,20200,TRUE
Bhagwan,"Wagon 3",1,"Set CT Rev",1,,High,0,TRUE
Bhagwan,"Wagon 3",4,"Set CT Rev",1,,High,0,TRUE
Prj001,"Wagon 1",7,"Set CT Fwd",1,1867316991,High,0,TRUE
Prj001,"Wagon 1",15,"Wait For Sec",30,0,,0,TRUE
Prj001,"Wagon 1",18,"Wait For Sec",30,0,,0,TRUE
Prj001,"Wagon 1",19,"Get From",10,1767046911,Low,6255,TRUE
Prj001,"Wagon 1",22,"Set CT Rev",2,0,High,0,TRUE
Prj001,"Wagon 2",1,"Get From",12,1750138623,,6287,TRUE
Prj001,"Wagon 2",1,"Get From",12,1750138623,,6287,TRUE
Prj001,"Wagon 2",3,"Get From",11,0,Low,0,TRUE
Prj001,"Wagon 2",4,"Set CT Rev",2,0,High,0,TRUE
Prj001,"Wagon 2",6,"Get From",14,1767046911,,4822,TRUE
Prj001,"Wagon 2",6,"Get From",14,1767046911,,4822,TRUE
Prj001,"Wagon 2",8,"Wait For Sec",30,0,,0,TRUE
Prj001,"Wagon 2",8,"Wait For Sec",30,0,,0,TRUE
Prj001,"Wagon 2",9,"Get From",15,1767046911,,3966,TRUE
Prj001,"Wagon 2",9,"Get From",15,1767046911,,3966,TRUE
Osho,"Wagon 1",1,"Get From",9,50,High,6400,TRUE
Osho,"Wagon 1",2,"Put On",8,50,High,5600,TRUE
Osho,"Wagon 1",3,"Get From",4,50,High,2400,TRUE
Osho,"Wagon 1",4,"Put On",3,50,High,1600,TRUE
Osho,"Wagon 1",5,"Get From",1,0,High,0,TRUE
Osho,"Wagon 1",6,"Get From",9,50,High,6400,TRUE
Osho,"Wagon 1",7,"Wait For Int",5,50,High,3200,TRUE
Osho,"Wagon 1",8,"Put On",17,50,,12800,TRUE
Osho,"Wagon 1",9,"Set Int",4,50,High,2400,TRUE
Osho,"Wagon 1",10,"Get From",3,50,High,1600,TRUE
Osho,"Wagon 1",11,"Put On",1,0,High,0,TRUE
Osho,"Wagon 1",12,"Get From",5,50,High,3200,TRUE
Osho,"Wagon 1",13,"Put On",4,50,High,2400,TRUE
Osho,"Wagon 1",14,"Get From",2,50,High,800,TRUE
Osho,"Wagon 1",15,"Put On",5,50,High,3200,TRUE
Osho,"Wagon 1",16,"Set Int",6,50,High,4000,TRUE
Osho,"Wagon 1",17,"Get From",6,50,High,4000,TRUE
Osho,"Wagon 1",18,"Set Int",9,50,High,6400,TRUE
Osho,"Wagon 1",19,"Put On",2,50,High,800,TRUE
Osho,"Wagon 1",20,"Wait For Int",8,50,High,5600,TRUE
Osho,"Wagon 1",21,"Put On",9,50,High,6400,TRUE
p1,"Wagon 1",1,"Get From",1,0,High,0,TRUE
p1,"Wagon 1",2,"Put On",2,0,High,0,TRUE
Osho,"Wagon 4",5,"Set Int",1,0,High,0,TRUE
Osho,"Wagon 4",6,"Get From",28,50,,21600,TRUE
Osho,"Wagon 4",7,"Put On",29,50,,22400,TRUE
Osho,"Wagon 4",8,"Set Int",2,50,High,800,TRUE
Osho,"Wagon 4",9,"Get From",24,50,,18400,TRUE
Osho,"Wagon 4",10,"Put On",25,50,,19200,TRUE
Osho,"Wagon 4",11,"Set Int",16,50,,12000,TRUE
Osho,"Wagon 4",12,"Put On",26,50,,20000,TRUE
Osho,"Wagon 4",13,"Wait For Int",3,50,High,1600,TRUE
Osho,"Wagon 4",14,"Get From",32,50,,24800,TRUE
Osho,"Wagon 4",15,"Put On",31,50,,24000,TRUE
Osho,"Wagon 4",16,"Get From",31,50,,24000,TRUE
Osho,"Wagon 4",17,"Put On",30,50,,23200,TRUE
Osho,"Wagon 4",18,"Set Int",7,50,Low,4800,TRUE
Osho,"Wagon 4",19,"Put On",33,50,,25600,TRUE
Osho,"Wagon 4",20,"Set Int",13,50,,9600,TRUE
Osho,"Wagon 4",21,"Wait For Int",12,50,,8800,TRUE
Osho,"Wagon 4",22,"Get From",20,50,Low,15200,TRUE
Osho,"Wagon 4",23,"Put On",21,50,Low,16000,TRUE
Osho,"Wagon 4",24,"Get From",25,50,,19200,TRUE
Osho,"Wagon 4",25,"Put On",26,50,,20000,TRUE
Osho,"Wagon 5",1,"Wait For Int",1,0,High,0,TRUE
Osho,"Wagon 5",2,"Get From",33,50,,25600,TRUE
Osho,"Wagon 5",3,"Put On",32,50,,24800,TRUE
Osho,"Wagon 5",4,"Wait For Int",2,50,High,800,TRUE
Osho,"Wagon 5",5,"Get From",29,50,,22400,TRUE
Osho,"Wagon 5",6,"Set Int",3,50,High,1600,TRUE
Osho,"Wagon 5",7,"Put On",40,50,,30400,TRUE
Osho,"Wagon 5",8,"Wait For Sec",50,0,,0,TRUE
Osho,"Wagon 5",12,"Put On",33,50,,25600,TRUE
Osho,"Wagon 5",13,"Put On",40,50,,30400,TRUE
Osho,"Wagon 5",17,"Put On",35,50,,27200,TRUE
p1,"Wagon 1",3,"Wait For Int",1,0,High,0,TRUE
A1001,"Wagon 1",1,"Get From",1,,High,0,TRUE
A1001,"Wagon 1",2,"Put On",5,,High,0,TRUE
A1001,"Wagon 1",3,"Get From",2,,High,0,TRUE
A1001,"Wagon 1",4,"Put On",5,,High,0,TRUE
A1001,"Wagon 1",5,"Get From",3,,High,0,TRUE
A1001,"Wagon 1",6,"Put On",7,,Low,0,TRUE
A1001,"Wagon 1",7,"Get From",4,,High,0,TRUE
A1001,"Wagon 1",8,"Put On",11,,Low,0,TRUE
A1001,"Wagon 1",9,"Get From",5,,High,0,TRUE
A1001,"Wagon 1",10,"Put On",8,,High,0,TRUE
p1,"Wagon 1",4,"Get From",6,0,High,0,TRUE
p1,"Wagon 1",7,"Wait For Int",3,0,High,0,TRUE
p1,"Wagon 1",11,"Get From",6,0,High,0,TRUE
p1,"Wagon 1",5,"Set Int",2,0,High,0,TRUE
p1,"Wagon 1",6,"Put On",1,0,High,0,TRUE
p1,"Wagon 1",8,"Get From",5,0,High,0,TRUE
p1,"Wagon 1",9,"Put On",6,0,High,0,TRUE
p1,"Wagon 1",10,"Wait For Sec",30,0,,0,TRUE
p1,"Wagon 1",13,"Put On",7,0,Low,0,TRUE
p1,"Wagon 1",16,"Put On",5,0,High,0,TRUE
p1,"Wagon 1",17,"Set Int",4,0,High,0,TRUE
p1,"Wagon 1",20,"Put On",4,0,High,0,TRUE
p1,"Wagon 1",23,"Put On",3,0,High,0,TRUE
p1,"Wagon 1",24,"Put On",2,0,High,0,TRUE
Prj001,"Wagon 1",1,"Get From",6,1767046911,High,3740,TRUE
Prj001,"Wagon 1",3,"Get From",2,0,High,0,TRUE
Prj001,"Wagon 1",2,"Put On",7,0,Low,0,TRUE
Prj001,"Wagon 1",4,"Put On",7,0,Low,0,TRUE
Prj001,"Wagon 1",4,"Get From",5,,High,2755,TRUE
Prj001,"Wagon 1",5,"Put On ",8,1767046911,High,5105,TRUE
Prj001,"Wagon 1",8,"Put On",5,,High,2755,TRUE
Prj001,"Wagon 1",9,"Get From",7,0,Low,0,TRUE
Prj001,"Wagon 1",10,"Put On",8,1767046911,High,5105,TRUE
Prj001,"Wagon 1",11,"Get From",2,0,High,0,TRUE
Prj001,"Wagon 1",12,"Put On ",8,1767046911,High,5105,TRUE
Prj001,"Wagon 1",13,"Get From",8,1767046911,High,5105,TRUE
Prj001,"Wagon 1",14,"Put On ",9,1767046911,High,5705,TRUE
Prj001,"Wagon 1",16,"Get From",9,1767046911,High,5705,TRUE
Prj001,"Wagon 1",17,"Put On",10,1767046911,Low,6255,TRUE
Prj001,"Wagon 1",20,"Put On",11,0,Low,0,TRUE
p1,"Wagon 1",12,"Wait For Sec",5,0,High,0,TRUE
p1,"Wagon 1",14,"Get From",4,0,High,0,TRUE
p1,"Wagon 1",15,"Wait For Sec",5,0,High,0,TRUE
p1,"Wagon 1",18,"Get From",3,0,High,0,TRUE
p1,"Wagon 1",19,"Wait For Sec",5,0,High,0,TRUE
p1,"Wagon 1",21,"Get From",2,0,High,0,TRUE
p1,"Wagon 1",22,"Wait For Sec",5,0,High,0,TRUE
Prj001,"Wagon 2",11,"Wait For Sec",45,0,,0,TRUE
Prj001,"Wagon 2",11,"Wait For Sec",45,0,,0,TRUE
Prj001,"Wagon 2",12,"Get From",16,0,,0,TRUE
Prj001,"Wagon 2",12,"Get From",16,0,,0,TRUE
Prj001,"Wagon 2",14,"Get From",21,,Low,0,TRUE
Prj001,"Wagon 2",14,"Get From",21,,Low,0,TRUE
Prj001,"Wagon 2",17,"Set CT Rev",1,1867316991,High,0,TRUE
Prj001,"Wagon 2",18,"Get From",18,0,,0,TRUE
Prj001,"Wagon 2",18,"Get From",18,0,,0,TRUE
Shree_Vinayak,"Wagon 1",3,"Wait For Int",1,0,High,0,TRUE
Shree_Vinayak,"Wagon 1",6,"Wait For Int",3,60,High,1600,TRUE
Shree_Vinayak,"Wagon 1",12,"Get From",6,30,High,4000,TRUE
Shree_Vinayak,"Wagon 1",13,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 1",15,"Get From",4,70,High,2400,TRUE
Shree_Vinayak,"Wagon 1",16,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 1",19,"Get From",3,60,High,1600,TRUE
Shree_Vinayak,"Wagon 1",20,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 1",22,"Get From",2,50,High,800,TRUE
Shree_Vinayak,"Wagon 1",23,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 2",1,"Get From",8,12,High,5600,TRUE
Shree_Vinayak,"Wagon 2",2,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 2",6,"Get From",7,25,Low,4800,TRUE
Shree_Vinayak,"Wagon 2",7,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 2",12,"Get From",12,30,,8800,TRUE
Shree_Vinayak,"Wagon 2",13,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 2",15,"Get From",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 2",19,"Get From",11,25,Low,8000,TRUE
Shree_Vinayak,"Wagon 2",20,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 2",23,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 2",24,"Wait For Int",6,30,High,4000,TRUE
Shree_Vinayak,"Wagon 2",26,"Get From",15,45,,11200,TRUE
Shree_Vinayak,"Wagon 2",27,"Wait For Int",4,70,High,2400,TRUE
Shree_Vinayak,"Wagon 2",28,"Set Int",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 3",3,"Get From",19,50,Low,14400,TRUE
Shree_Vinayak,"Wagon 3",4,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 3",6,"Get From",20,40,Low,15200,TRUE
Shree_Vinayak,"Wagon 3",7,"Wait For Int",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 3",10,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 3",15,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 3",19,"Get From",17,30,,12800,TRUE
Shree_Vinayak,"Wagon 3",23,"Get From",18,50,,13600,TRUE
Shree_Vinayak,"Wagon 3",26,"Wait For Int",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 4",1,"Get From",21,30,Low,16000,TRUE
Shree_Vinayak,"Wagon 4",2,"Wait For Sec",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 4",6,"Get From",35,65,,27200,TRUE
Shree_Vinayak,"Wagon 4",7,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 4",11,"Get From",36,75,,28000,TRUE
Shree_Vinayak,"Wagon 4",12,"Wait For Sec",5,25,High,3200,TRUE
Shree_Vinayak,"Wagon 4",16,"Get From",23,45,,17600,TRUE
Shree_Vinayak,"Wagon 4",17,"Wait For Int",8,12,High,5600,TRUE
Shree_Vinayak,"Wagon 5",3,"Wait For Int",9,15,High,6400,TRUE
Shree_Vinayak,"Wagon 5",7,"Set CT Rev",1,0,High,0,TRUE
Shree_Vinayak,"Wagon 5",8,"Wait For Int",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 5",14,"Get From",42,50,,28800,TRUE
Shree_Vinayak,"Wagon 6",1,"Get From",45,12,,26400,TRUE
Shree_Vinayak,"Wagon 6",4,"Wait For Sec",30,20,,23200,TRUE
Shree_Vinayak,"Wagon 6",7,"Wait For Sec",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 6",10,"Wait For Sec",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 6",13,"Wait For Sec",30,20,,23200,TRUE
Shree_Vinayak,"Wagon 6",16,"Wait For Sec",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 6",19,"Wait For Sec",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 6",23,"Get From",54,40,,19200,TRUE
Shree_Vinayak,"Wagon 6",24,"Wait For Int",11,25,Low,8000,TRUE
Shree_Vinayak,"Wagon 6",26,"Get From",59,30,Low,15200,TRUE
Shree_Vinayak,"Wagon 6",27,"Wait For Int",10,20,Low,7200,TRUE
Shree_Vinayak,"Wagon 7",9,"Wait For Sec",30,20,,23200,TRUE
